rank,word,lemma,occurrences_ppm
1,ik,ik,39883.0334
2,je,je,36608.9449
3,het,het,24431.9717
4,de,de,24266.8883
5,dat,dat,22077.2184
6,is,zijn,21668.8892
7,niet,niet,18323.9788
8,een,een,17972.1790
9,en,en,13987.4934
10,wat,wat,10991.4556
11,van,van,10410.2451
12,we,we,10150.8545
13,ze,ze,9310.5050
14,hij,hij,8875.7405
15,in,in,8822.6412
16,maar,maar,8385.7271
17,er,er,8170.4945
18,op,op,8068.8009
19,zijn,zijn,7968.2279
20,te,te,7844.1238
21,me,me,7396.9649
22,die,die,7204.3257
23,heb,hebben,7195.0185
24,met,met,6812.1413
25,voor,voor,6709.8989
26,als,als,6343.3493
27,u,u,5502.5882
28,ben,zijn,5450.9525
29,was,zijn,5303.0886
30,dit,dit,4722.5870
31,hier,hier,4516.6158
32,jij,jij,4471.2917
33,naar,naar,4447.5548
34,om,om,4415.3110
35,mijn,mijn,4412.0181
36,weet,weten,4311.5594
37,dan,dan,4297.9530
38,wel,wel,4103.8731
39,kan,kunnen,4025.8479
40,nog,nog,4025.6192
41,wil,willen,3975.6071
42,geen,geen,3956.9240
43,moet,moeten,3928.2934
44,zo,zo,3841.3497
45,aan,aan,3838.5369
46,hem,hem,3698.0365
47,heeft,hebben,3657.1716
48,goed,goed,3488.1092
49,hebben,hebben,3433.6608
50,ja,ja,3427.8980
51,hoe,hoe,3216.3928
52,waar,waar,3198.6702
53,nu,nu,3089.4531
54,nee,nee,3084.8338
55,haar,haar,2975.8683
56,ga,gaan,2933.0596
57,'t,het,2901.2275
58,bent,zijn,2790.7069
59,uit,uit,2777.3521
60,ook,ook,2762.0992
61,over,over,2702.2081
62,doen,doen,2677.8538
63,gaan,gaan,2650.4123
64,kom,komen,2612.5431
65,mij,mij,2540.5550
66,daar,daar,2507.0535
67,zou,zullen,2506.9163
68,bij,bij,2465.9370
69,al,al,2344.2569
70,of,of,2338.1512
71,jullie,jullie,2325.7111
72,ons,ons,2301.9513
73,gaat,gaan,2265.7743
74,iets,iets,2245.1932
75,hebt,hebben,2232.6387
76,zal,zullen,2198.2454
77,waarom,waarom,2141.7159
78,m'n,mijn,2130.1448
79,had,hebben,2106.2021
80,'n,een,2075.9021
81,meer,veel,2035.8833
82,laat,laten,2032.7275
83,doe,doen,1840.5457
84,wie,wie,1829.4548
85,moeten,moeten,1776.1497
86,deze,deze,1716.9218
87,alles,alles,1708.4150
88,kunnen,kunnen,1704.8019
89,jou,jou,1704.5274
90,toch,toch,1693.5280
91,echt,echt,1594.9902
92,denk,denken,1589.6163
93,zien,zien,1538.8038
94,weg,weg,1481.6569
95,nou,nou,1475.0709
96,alleen,alleen,1469.2396
97,nooit,nooit,1460.4355
98,door,door,1455.7018
99,mee,mee,1415.4543
100,dus,dus,1407.4506
101,man,man,1403.8146
102,even,even,1396.5197
103,eens,eens,1392.1062
104,terug,terug,1336.3543
105,komt,komen,1331.9179
106,misschien,misschien,1311.9085
107,laten,laten,1300.0172
108,niets,niets,1289.3150
109,zei,zeggen,1283.6895
110,iemand,iemand,1230.6131
111,hou,houden,1227.0457
112,oké,oké,1209.4603
113,veel,veel,1155.7893
114,komen,komen,1143.8752
115,weer,weer,1136.9462
116,tot,tot,1131.5036
117,zeg,zeggen,1112.9120
118,uw,uw,1103.1703
119,mensen,mensen,1089.4038
120,toen,toen,1086.5453
121,zeggen,zeggen,1085.9050
122,worden,worden,1070.1033
123,onze,ons,1062.0081
124,zit,zitten,1059.8814
125,z'n,z'n,1059.8128
126,mag,mogen,1058.1663
127,kijk,kijken,1049.7738
128,leven,leven,1045.2688
129,heel,heel,1038.7743
130,nodig,nodig,1038.0197
131,tegen,tegen,1031.7539
132,wordt,worden,1025.0536
133,gewoon,gewoon,1007.9941
134,twee,twee,1007.5139
135,net,net,1005.3643
136,dood,dood,992.1467
137,altijd,altijd,978.4488
138,weten,weten,977.2597
139,wij,wij,971.6113
140,maken,maken,957.2731
141,tijd,tijd,898.4569
142,gedaan,doen,883.0439
143,af,af,872.2503
144,omdat,omdat,869.3918
145,geef,geven,868.7286
146,zeker,zeker,854.8935
147,zie,zien,854.4133
148,dag,dag,848.5591
149,doet,doen,835.2500
150,wacht,wachten,834.2896
151,niks,niks,831.6140
152,kunt,kunnen,825.6684
153,vrouw,vrouw,821.6665
154,huis,huis,818.8995
155,allemaal,allemaal,815.2635
156,vader,vader,795.6199
157,geld,geld,793.6076
158,dacht,denken,777.0969
159,anders,anders,772.5691
160,wilt,willen,771.4486
161,dank,danken,766.4176
162,jaar,jaar,762.6673
163,hun,hun,756.8817
164,zij,zij,755.5096
165,willen,willen,754.2748
166,erg,erg,749.1981
167,zitten,zitten,743.6412
168,hé,hé,737.0781
169,keer,keer,737.0552
170,jouw,jouw,733.2134
171,zoals,zoals,731.8871
172,wilde,willen,721.6652
173,niemand,niemand,712.9982
174,iedereen,iedereen,698.7058
175,zich,zich,691.6396
176,gezien,gezien,691.5939
177,vind,vinden,690.9078
178,beter,goed,690.5877
179,werk,werk,680.2285
180,binnen,binnen,677.3014
181,bedankt,bedanken,672.4534
182,spijt,spijten,665.7760
183,vast,vast,662.0257
184,neem,nemen,657.4292
185,andere,ander,655.3025
186,staat,staan,652.8785
187,moeder,moeder,652.4898
188,zullen,zullen,650.4774
189,waren,zijn,648.6937
190,maak,maken,648.1906
191,praten,praten,642.2678
192,één,één,628.7071
193,'m,hem,625.4370
194,kon,kunnen,620.8406
195,mooi,mooi,616.0612
196,hele,heel,607.8745
197,genoeg,genoeg,601.6773
198,vinden,vinden,598.9331
199,lang,lang,596.8522
200,leuk,leuk,595.5716
201,wist,weten,594.4739
202,na,na,593.4448
203,graag,graag,583.7260
204,toe,toe,580.4101
205,helpen,helpen,579.4954
206,zegt,zeggen,578.5807
207,elkaar,elkaar,578.0776
208,ziet,zien,569.1591
209,blijf,blijven,563.1677
210,natuurlijk,natuurlijk,561.7499
211,klaar,klaar,556.2845
212,bedoel,bedoelen,555.1182
213,helemaal,helemaal,547.8234
214,maakt,maken,543.2041
215,gek,gek,542.7238
216,alle,alle,538.6076
217,luister,luisteren,535.4976
218,drie,drie,526.7849
219,geweest,zijn,520.0160
220,meneer,meneer,518.4381
221,werd,worden,518.0722
222,blijven,blijven,517.5692
223,zonder,zonder,516.1513
224,hoor,horen,512.4467
225,dingen,dingen,510.7774
226,aan_het,aan_het,504.5116
227,ging,gaan,504.1686
228,houden,houden,502.7508
229,alsjeblieft,alsjeblieft,500.3268
230,krijgen,krijgen,496.8966
231,kijken,kijken,495.2272
232,vriend,vriend,491.4311
233,grote,groot,485.3712
234,idee,idee,482.9929
235,kwam,komen,478.8538
236,bang,bang,477.2073
237,steeds,steeds,476.7500
238,geven,geven,475.6066
239,kinderen,kind,474.4860
240,achter,achter,473.8000
241,eerste,eerste,471.4903
242,naam,naam,470.5985
243,zo'n,zo'n,470.5299
244,vertellen,vertellen,466.9396
245,goede,goed,465.3617
246,ooit,ooit,465.2474
247,moest,moeten,464.9273
248,snel,snel,463.6009
249,onder,onder,463.2350
250,zag,zien,461.2913
251,wanneer,wanneer,458.8215
252,auto,auto,457.9983
253,ie,ie,456.2832
254,beetje,beetje,452.3499
255,eten,eten,445.9240
256,vragen,vragen,440.6644
257,gebeurd,gebeuren,437.6687
258,zelf,zelf,437.4629
259,vraag,vragen,436.6854
260,jongen,jongen,435.7021
261,paar,paar,434.4443
262,ken,kunnen,433.6440
263,deed,doen,432.0203
264,kun,kunnen,430.2138
265,o,o,430.1223
266,lijkt,lijken,429.4363
267,verdomme,verdomme,424.1767
268,morgen,morgen,423.6050
269,staan,staan,421.7527
270,zorgen,zorg,420.5178
271,want,want,419.0771
272,nieuwe,nieuw,411.7365
273,gezegd,gezegd,404.2587
274,thuis,thuis,399.4793
275,laatste,laatst,398.8162
276,heen,heen,396.0949
277,geloof,geloven,395.2030
278,geweldig,geweldig,394.9057
279,wereld,wereld,394.0139
280,nemen,nemen,391.2926
281,hadden,hebben,390.4694
282,zelfs,zelfs,387.1535
283,jongens,jongens,385.8501
284,meisje,meisje,382.7400
285,mannen,mannen,380.2932
286,denken,denken,376.9316
287,enige,enige,376.8630
288,vertel,vertellen,376.4971
289,denkt,denken,375.5595
290,krijg,krijgen,374.2789
291,samen,samen,370.6429
292,vandaag,vandaag,369.6138
293,hoop,hopen,367.8302
294,halen,halen,367.6015
295,buiten,buiten,363.5767
296,wou,willen,359.8493
297,eerst,eerst,359.1632
298,eigen,eigen,355.9617
299,rustig,rustig,354.5210
300,horen,horen,352.2800
301,soms,soms,349.8560
302,uur,uur,348.6897
303,zoon,zoon,348.1866
304,politie,politie,346.1743
305,houdt,houden,342.0809
306,probleem,probleem,341.7836
307,zat,zitten,339.9771
308,heet,heten,338.5135
309,gevonden,vinden,337.7589
310,open,open,337.6445
311,vermoord,vermoorden,334.7403
312,bijna,bijna,334.0314
313,kind,kind,333.2996
314,vrienden,vrienden,332.6136
315,geeft,geven,330.9214
316,zouden,zullen,330.6469
317,gelijk,gelijk,329.9152
318,geleden,geleden,329.3892
319,hen,hen,328.9776
320,gebeurt,gebeuren,328.7946
321,oh,oh,328.4516
322,elke,elke,326.3249
323,pas,pas,325.7990
324,krijgt,krijgen,324.5870
325,precies,precies,324.4040
326,begrijp,begrijpen,324.3354
327,wachten,wachten,324.1753
328,verder,verder,323.7637
329,hè,hè,322.4831
330,voel,voelen,320.3564
331,vanavond,vanavond,318.7328
332,gehad,hebben,317.6351
333,zet,zetten,315.5541
334,alsof,alsof,314.5479
335,pak,pakken,313.1987
336,kant,kant,312.6728
337,eigenlijk,eigenlijk,311.8953
338,bel,bellen,311.6666
339,volgens,volgens,308.2135
340,werken,werken,306.8186
341,best,goed,306.5213
342,beste,goed,305.1950
343,daarom,daarom,304.8062
344,familie,familie,304.1202
345,haal,halen,302.2908
346,stop,stoppen,301.9706
347,vindt,vinden,301.3303
348,vroeg,vragen,298.9063
349,gehoord,horen,298.7691
350,probeer,proberen,297.9687
351,mr,mr,292.0917
352,dagen,dag,290.1479
353,eruit,eruit,288.3185
354,volgende,volgen,286.3747
355,word,worden,283.9278
356,hoeveel,hoeveel,283.1275
357,ding,ding,282.2356
358,schiet,schieten,282.0527
359,vijf,vijf,281.5724
360,spreken,spreken,281.3666
361,help,helpen,279.9488
362,gemaakt,maken,277.7306
363,blij,blij,277.2961
364,ligt,liggen,277.2733
365,prima,prima,276.7930
366,lekker,lekker,276.1527
367,kamer,kamer,275.2380
368,hoofd,hoofd,274.0489
369,oude,oud,273.3400
370,zoeken,zoeken,273.2257
371,stad,stad,272.6082
372,ben.,ben.,272.3795
373,werkt,werken,270.7102
374,vond,vinden,269.8641
375,geloven,geloven,269.2924
376,kleine,klein,268.6749
377,slecht,slecht,267.8060
378,pijn,pijn,266.1595
379,jezelf,jezelf,265.6106
380,blijft,blijven,265.2676
381,kans,kans,264.3758
382,in_orde,in_orde,264.3529
383,schat,schat,264.0328
384,ogen,oog,260.8541
385,niet_eens,niet_eens,259.1619
386,welke,welke,258.7960
387,verteld,vertellen,257.8127
388,manier,manier,257.4011
389,ergens,ergens,257.1495
390,mooie,mooi,256.2805
391,moment,moment,253.9709
392,kent,kennen,253.6507
393,breng,brengen,250.4264
394,tussen,tussen,249.9461
395,brengen,brengen,249.7632
396,'s,zijn,248.4140
397,spelen,spelen,247.7737
398,deur,deur,247.4764
399,school,school,246.9504
400,minuten,minuut,246.3559
401,vrouwen,vrouw,245.9443
402,broer,broer,245.6241
403,boven,boven,244.7551
404,water,water,244.5036
405,dokter,dokter,244.0691
406,land,land,244.0005
407,aan_de_hand,aan_de_hand,243.6117
408,vier,vier,242.0796
409,praat,praten,241.8280
410,bed,bed,239.9300
411,hulp,hulp,239.7699
412,zaak,zaak,239.3354
413,klopt,kloppen,239.1296
414,groot,groot,237.5060
415,juist,juist,236.7742
416,week,week,235.6080
417,dollar,dollar,235.2649
418,sta,staan,235.2421
419,zoveel,zoveel,234.9677
420,wees,zijn,233.6871
421,vrij,vrij,232.9096
422,problemen,probleem,232.6351
423,later,laat,230.6228
424,vergeten,vergeten,230.4398
425,vooruit,vooruit,229.5708
426,kop,kop,229.2278
427,bellen,bellen,228.7705
428,hoeft,hoeven,228.1530
429,echte,echt,227.2154
430,proberen,proberen,224.5399
431,betekent,betekenen,223.6023
432,papa,papa,223.2822
433,soort,soort,222.0244
434,lopen,lopen,221.5671
435,snap,snappen,220.0349
436,mis,mis,219.6919
437,zult,zullen,219.3260
438,dochter,dochter,219.3032
439,zorg,zorgen,218.8229
440,meteen,meteen,218.4570
441,doden,doden,217.9768
442,ervan,ervan,217.7481
443,beginnen,beginnen,216.8792
444,gebruiken,gebruiken,215.9644
445,stel,stellen,214.9354
446,handen,hand,214.7982
447,mevrouw,mevrouw,214.6381
448,plaats,plaats,213.3804
449,leren,leren,211.2308
450,klootzak,klootzak,209.9273
451,alstublieft,alstublieft,209.5386
452,slapen,slapen,209.2184
453,zoiets,zoiets,208.9897
454,liefde,liefde,208.8983
455,vol,vol,207.2060
456,moeilijk,moeilijk,207.2060
457,druk,druk,207.1146
458,tien,tien,207.0002
459,mama,mama,206.4514
460,voorbij,voorbij,205.9483
461,gekomen,komen,204.9421
462,gelukkig,gelukkig,204.9192
463,nacht,nacht,204.4390
464,verhaal,verhaal,202.9755
465,nummer,nummer,202.7011
466,zodat,zodat,201.5119
467,wakker,wakker,201.3747
468,mogen,mogen,200.8259
469,hand,hand,199.9112
470,zes,zes,199.8426
471,vergeet,vergeten,199.5453
472,zoek,zoeken,199.0422
473,gebeuren,gebeuren,198.1961
474,sinds,sinds,198.1275
475,fijn,fijn,198.0589
476,voordat,voordat,197.0756
477,hoort,horen,196.5267
478,bezig,bezig,196.4124
479,hart,hart,196.3666
480,klein,klein,195.6577
481,vermoorden,vermoorden,194.8574
482,liggen,liggen,194.8345
483,stoppen,stoppen,194.2399
484,straks,straks,193.8512
485,hetzelfde,hetzelfde,193.6911
486,drinken,drinken,193.6682
487,begin,begin,193.1194
488,aardig,aardig,191.9531
489,gaf,geven,191.5187
490,eerder,eerder,191.3128
491,ander,ander,190.2152
492,vent,vent,189.9865
493,waarheid,waarheid,189.3919
494,neer,neer,188.7745
495,beneden,beneden,187.9741
496,agent,agent,186.5792
497,zaken,zaak,185.9846
498,bloed,bloed,185.3215
499,los,los,184.7955
500,gezicht,gezicht,183.6292
501,oud,oud,183.2633
502,dicht,dicht,182.3029
503,wat_voor,wat_voor,182.0971
504,hoorde,horen,182.0513
505,vallen,vallen,180.9766
506,avond,avond,180.6107
507,eraan,eraan,180.3363
508,vaak,vaak,180.0161
509,oorlog,oorlog,178.9642
510,nieuws,nieuws,178.4153
511,schuld,schuld,178.0952
512,plek,plek,177.4092
513,kennen,kennen,177.1119
514,begrepen,begrijpen,176.1743
515,stuk,stuk,175.6712
516,sterven,sterven,175.2596
517,rest,rest,175.0309
518,buurt,buurt,174.9623
519,veilig,veilig,174.9166
520,mogelijk,mogelijk,174.5964
521,film,film,174.2763
522,maanden,maanden,173.8189
523,vriendin,vriendin,173.6131
524,redden,redden,172.7898
525,terwijl,terwijl,172.7670
526,zin,zin,172.6526
527,rond,rond,172.6526
528,ouders,ouder,172.6069
529,eerlijk,eerlijk,172.3782
530,inderdaad,inderdaad,172.3096
531,liever,liever,172.1038
532,overal,overal,172.0352
533,anderen,anderen,171.7837
534,duidelijk,duidelijk,170.8232
535,langs,langs,170.2972
536,belangrijk,belangrijk,170.0000
537,kreeg,krijgen,169.9314
538,liet,laten,169.2453
539,hond,hond,168.6508
540,voelt,voelen,168.5364
541,waarschijnlijk,waarschijnlijk,168.3077
542,heren,heer,167.9190
543,jaren,jaar,167.8732
544,stond,staan,167.7132
545,baas,baas,167.2101
546,geluk,geluk,166.0209
547,mond,mond,165.9295
548,vandaan,vandaan,165.8837
549,fout,fout,165.2663
550,klinkt,klinken,164.7632
551,per,per,163.9857
552,reden,reden,163.6656
553,ermee,ermee,163.5512
554,mezelf,mezelf,163.2768
555,betalen,betalen,162.3392
556,welkom,welkom,162.0419
557,stil,stil,160.8071
558,hard,hard,159.4579
559,recht,recht,159.3664
560,prachtig,prachtig,159.1834
561,baan,baan,158.4517
562,houd,houden,158.4059
563,erop,erop,158.1773
564,kapitein,kapitein,157.8342
565,kwaad,kwaad,157.8342
566,telefoon,telefoon,156.9195
567,mam,mam,156.6908
568,pa,pa,156.2564
569,neemt,nemen,156.2564
570,gegeven,geven,154.9758
571,al.,al.,154.2440
572,zetten,zetten,153.3293
573,valt,vallen,152.9862
574,baby,baby,151.7971
575,haat,haten,151.3169
576,dezelfde,dezelfde,151.0196
577,boek,boek,150.9281
578,hield,houden,150.7452
579,trouwen,trouwen,150.2650
580,eén,eén,150.0592
581,rijden,rijden,150.0363
582,zeer,zeer,149.8533
583,hoezo,hoezo,149.6475
584,weken,week,148.2983
585,lichaam,lichaam,147.5437
586,geworden,geworden,147.1321
587,voorzichtig,voorzichtig,146.9949
588,kwijt,kwijt,146.0115
589,daarna,daarna,145.6685
590,nergens,nergens,145.2569
591,erin,erin,144.7538
592,mens,mens,144.6623
593,vanaf,vanaf,143.7933
594,plan,plan,143.3360
595,elk,elk,142.4899
596,deel,deel,142.3527
597,moord,moord,141.9868
598,noemen,noemen,141.7810
599,vertrouwen,vertrouwen,141.7352
600,wapen,wapen,140.5918
601,pakken,pakken,140.1802
602,antwoord,antwoord,140.1116
603,kerel,kerel,139.6771
604,schatje,schat,138.9454
605,niet_alleen,niet_alleen,138.8996
606,koning,koning,138.5337
607,gebeld,bellen,138.2593
608,ontmoet,ontmoeten,138.0306
609,geval,geval,137.2074
610,loopt,lopen,137.0702
611,tijdens,tijdens,134.6462
612,nogal,nogal,134.6005
613,meer_dan,veel_dan,134.3946
614,allebei,allebei,134.3489
615,lieverd,lieverd,134.3032
616,getrouwd,trouwen,133.7086
617,koffie,koffie,133.2970
618,meisjes,meisjes,133.2512
619,naartoe,naartoe,133.0226
620,veranderen,veranderen,132.8854
621,miljoen,miljoen,132.5881
622,dr.,dr.,132.5423
623,schieten,schieten,132.3365
624,dames,dame,132.1765
625,gisteren,gisteren,131.7877
626,ver,ver,131.4904
627,zus,zus,131.0331
628,kopen,kopen,130.6443
629,erbij,erbij,130.5757
630,maakte,maken,130.1183
631,tweede,tweede,129.8211
632,ziek,ziek,129.2036
633,woord,woord,129.0893
634,president,president,128.7005
635,leg,leggen,128.7005
636,grappig,grappig,128.4490
637,ziens,ziens,128.2660
638,gevoel,gevoel,128.2660
639,gebruikt,gebruiken,128.2203
640,verloren,verliezen,128.0831
641,ontmoeten,ontmoeten,127.9688
642,vreemd,vreemd,126.6653
643,stap,stap,126.5281
644,vechten,vechten,126.3680
645,trek,trekken,125.7277
646,plezier,plezier,125.2017
647,daarmee,daarmee,125.1789
648,t.,t.,124.9731
649,vroeger,vroeger,124.4471
650,kantoor,kantoor,124.4242
651,goeie,goeie,124.4242
652,begint,beginnen,124.2413
653,fantastisch,fantastisch,123.9669
654,ervoor,ervoor,123.9211
655,dan_ook,dan_ook,123.6696
656,verwacht,verwachten,123.3037
657,meen,menen,123.2351
658,zomaar,zomaar,123.2351
659,gegaan,gaan,122.7549
660,bedoelt,bedoelen,122.2289
661,pardon,pardon,121.3371
662,minder,minder,121.2685
663,1,1,120.9483
664,normaal,normaal,120.0565
665,vertelde,vertellen,119.9421
666,nieuw,nieuw,119.8507
667,zichzelf,zichzelf,119.6906
668,slechte,slecht,119.2104
669,foto,foto,119.1646
670,pap,pap,118.9359
671,leeft,leven,118.7073
672,loop,lopen,118.2042
673,voelen,voelen,117.8612
674,idioot,idioot,117.2895
675,hemel,hemel,116.8550
676,winnen,winnen,116.5577
677,lk,lk,116.5348
678,eindelijk,eindelijk,116.3290
679,nam,nemen,116.0775
680,eet,emmen,115.9860
681,men,men,115.6887
682,stuur,sturen,115.5744
683,verkeerd,verkeerd,115.5058
684,val,val,115.4600
685,in_deze,in_deze,115.4143
686,schip,schip,115.2771
687,ls,l,114.7511
688,enkele,enkele,114.5910
689,meid,meid,114.5224
690,team,team,114.2938
691,2,2,114.1794
692,gevraagd,vragen,114.0879
693,lief,lief,113.9507
694,gesproken,spreken,113.8593
695,waard,waard,113.7449
696,enkel,enkel,113.6763
697,beloof,beloven,113.5620
698,woorden,woord,113.4019
699,einde,einde,112.9446
700,jawel,jawel,112.8988
701,slaap,slaap,112.8988
702,hierheen,hierheen,112.6473
703,vreselijk,vreselijk,112.3500
704,met_rust,met_rust,112.2585
705,begrijpen,begrijpen,111.6868
706,slim,slim,111.5496
707,trots,trots,111.4581
708,de_tijd,de_tijd,111.3438
709,onzin,onzin,111.2295
710,acht,acht,111.0694
711,gang,gang,110.7950
712,weinig,weinig,110.4520
713,spullen,spul,110.4062
714,gekregen,krijgen,110.4062
715,grond,grond,110.2461
716,ziekenhuis,ziekenhuis,109.9489
717,onderzoek,onderzoek,109.8803
718,wapens,wapen,109.8345
719,droom,droom,109.4229
720,oom,oom,108.7826
721,herinner,herinneren,108.3710
722,brengt,brengen,108.3481
723,nietwaar,nietwaar,108.2566
724,leger,leger,107.9822
725,let,liggen,107.9136
726,lezen,lezen,107.7993
727,veranderd,veranderen,107.6849
728,wonen,wonen,107.6163
729,muziek,muziek,107.4563
730,verliefd,verliefd,107.1590
731,omhoog,omhoog,106.9760
732,begon,beginnen,106.2443
733,stellen,stellen,105.8098
734,boos,boos,105.7869
735,of_zo,of_zo,105.2838
736,gebruik,gebruiken,105.2838
737,noem,noemen,105.2381
738,konden,konden,105.0551
739,eentje,eentje,105.0094
740,gevangenis,gevangenis,104.8951
741,kleren,kleren,104.8493
742,half,half,104.7578
743,werden,worden,104.4834
744,informatie,informatie,104.4606
745,stomme,stom,104.4377
746,zwarte,zwart,104.3920
747,perfect,perfect,104.1633
748,langer,lang,104.1633
749,heer,heer,104.1404
750,stom,stom,103.9117
751,licht,licht,103.6373
752,succes,succes,103.6373
753,zeven,zeven,103.5230
754,hoef,hoeven,103.4772
755,toekomst,toekomst,103.4544
756,makkelijk,makkelijk,103.4315
757,gingen,gaan,103.2943
758,vraagt,vragen,103.2028
759,mocht,mogen,103.1114
760,dansen,dansen,102.9055
761,advocaat,advocaat,102.8827
762,lukt,lukken,102.7455
763,pistool,pistool,102.6311
764,opnieuw,opnieuw,102.6083
765,begrijpt,begrijpen,102.6083
766,tenminste,tenminste,102.5625
767,wilden,willen,102.1280
768,woont,wonen,101.9680
769,bewijs,bewijs,101.9222
770,geheim,geheim,101.7621
771,20,20,101.4420
772,kwamen,komen,101.3505
773,verlaten,verlaten,101.3277
774,ongeluk,ongeluk,100.9618
775,vertrekken,vertrekken,100.7788
776,probeerde,proberen,100.5959
777,vuur,vuur,100.5730
778,straat,straat,100.3443
779,seks,seks,100.1385
780,aarde,aarde,100.0699
781,behalve,behalve,100.0013
782,luisteren,luisteren,99.4068
783,spreek,spreken,99.2924
784,kracht,kracht,98.9951
785,foto's,foto,98.8579
786,volgen,volgen,98.7436
787,wegwezen,wegwezen,98.6292
788,gebeurde,gebeuren,98.5606
789,goedemorgen,goedemorgen,98.4006
790,feest,feest,98.2634
791,beschermen,beschermen,97.7145
792,afspraak,afspraak,97.5087
793,ene,ene,97.2800
794,erover,erover,97.0514
795,gestolen,stelen,96.9370
796,zak,zak,96.8684
797,verliezen,verliezen,96.7769
798,kijkt,kijken,96.6855
799,schrijven,schrijven,96.6169
800,absoluut,absoluut,96.4568
801,afgelopen,aflopen,96.4339
802,liefje,liefje,96.2281
803,gedood,doden,95.9537
804,koud,koud,95.9537
805,boot,boot,95.9308
806,lijken,lijken,95.9308
807,genomen,nemen,95.8851
808,leek,lijken,95.4735
809,trouwens,trouwens,95.3134
810,sterk,sterk,95.2219
811,spel,spel,95.1076
812,ieder,ieder,95.0847
813,lieve,lief,95.0390
814,geest,geest,94.9704
815,shit,shit,94.9018
816,gered,redden,94.6960
817,juiste,juist,94.6045
818,slaan,slaan,94.5130
819,persoon,persoon,94.1243
820,serieus,serieus,93.9642
821,moordenaar,moordenaar,93.8270
822,sommige,sommige,93.7355
823,maand,maand,93.6440
824,helpt,helpen,93.6440
825,schelen,schelen,93.5526
826,probeert,proberen,93.4382
827,degene,degene,93.4154
828,naast,naast,93.4154
829,voelde,voelen,93.3696
830,te_pakken,te_pakken,92.9809
831,bestaat,bestaan,92.9123
832,dienst,dienst,92.7293
833,sturen,sturen,92.6607
834,contact,contact,92.5235
835,honger,honger,92.4549
836,welk,welk,92.2948
837,gevaarlijk,gevaarlijk,92.2720
838,jammer,jammer,92.2034
839,10,10,91.9976
840,bank,bank,91.9061
841,verkeerde,verkeerd,91.8146
842,jong,jong,91.6088
843,gevaar,gevaar,91.5402
844,verdomde,verdomd,91.4945
845,begonnen,beginnen,91.3344
846,ongeveer,ongeveer,91.2200
847,verkopen,verkopen,90.5569
848,reis,reis,90.3739
849,grootste,groot,90.2367
850,op_zoek,op_zoek,90.1910
851,lange,lang,90.0995
852,erger,erg,90.0309
853,moe,moe,89.9394
854,vliegtuig,vliegtuig,89.9166
855,bekend,bekend,89.8022
856,vliegen,vliegen,89.6879
857,generaal,generaal,89.5736
858,gedacht,gedenken,89.0705
859,arme,arm,89.0247
860,lucht,lucht,89.0019
861,bewijzen,bewijzen,88.9561
862,zolang,zolang,88.9333
863,lachen,lachen,88.8875
864,leuke,leuk,88.8418
865,hotel,hotel,88.7274
866,voorstellen,voorstellen,88.7046
867,geleerd,leren,88.6360
868,excuseer,excuseren,88.4530
869,moesten,moeten,88.2472
870,betaald,betalen,88.1558
871,slechts,slechts,87.9499
872,via,via,87.8585
873,rot,rotten,87.1496
874,lag,liggen,87.0352
875,speelt,spelen,86.9666
876,vorige,vorig,86.6922
877,prijs,prijs,86.6007
878,stem,stem,86.5321
879,vooral,vooral,86.3949
880,schuldig,schuldig,85.9147
881,viel,vallen,85.8690
882,lul,lul,85.7546
883,geboren,geboren,85.4573
884,zodra,zodra,85.4345
885,vertrouw,vertrouwen,85.4116
886,missen,missen,85.3887
887,raar,raar,84.8856
888,rij,rij,84.8399
889,tv,tv,84.5884
890,iedere,ieder,84.3825
891,vanwege,vanwege,84.3597
892,hel,hel,84.0395
893,macht,macht,83.9938
894,regels,regel,83.7651
895,raak,raken,83.6736
896,paard,paard,83.6279
897,geraakt,geraken,83.5593
898,tafel,tafel,83.3992
899,kapot,kapot,83.3078
900,sla,slaan,83.2849
901,eind,eind,83.1705
902,he,he,83.1477
903,drugs,drug,83.1477
904,raad,raad,83.0105
905,m.,m.,82.9190
906,van_plan,van_plan,82.8733
907,dragen,dragen,82.8504
908,kende,kennen,82.7589
909,dame,dame,82.7361
910,gelooft,geloven,82.7132
911,ziel,ziel,82.6675
912,gefeliciteerd,feliciteren,82.6217
913,geprobeerd,proberen,82.0958
914,3,3,82.0729
915,trekken,trekken,82.0500
916,werkte,werken,81.7527
917,kolonel,kolonel,81.4783
918,zwaar,zwaar,80.8380
919,rug,rug,80.7923
920,gisteravond,gisteravond,80.7466
921,sleutel,sleutel,80.7008
922,bal,bal,80.6322
923,wet,wet,80.4493
924,kost,kosten,80.4035
925,duurt,duren,80.3807
926,huwelijk,huwelijk,79.8547
927,gezin,gezin,79.8547
928,gebracht,brengen,79.7404
929,kaart,kaart,79.6718
930,raken,raken,79.5803
931,volg,volgen,79.5346
932,kerk,kerk,79.4888
933,zweer,zweren,79.4202
934,5,5,79.3973
935,band,band,79.2830
936,arm,arm,79.2601
937,rijk,rijk,79.1458
938,komaan,komaan,78.9629
939,het_beste,het_goed,78.8028
940,zul,zullen,78.7799
941,belde,bellen,78.7113
942,jonge,jong,78.2082
943,daarvoor,daarvoor,78.0481
944,totdat,totdat,77.9795
945,grapje,grapje,77.9109
